MaxBHP,MinBHP,AvgBHP,MaxGOR,MinGOR,AvgGOR,MaxWaterCut,MinWaterCut,AvgWaterCut,MaxOilRate,MinOilRate,AvgOilRate,TotalOilProduction,TotalGasProduction,TotalWaterProduction,ActiveTime,NearestWellDistance,X,Y,Permeability,Porosity,h,TopDepth
0.409001214,0.028819195,0.552613027,0.249088671,0.016618255,0.234183624,0.151788316,0.215582426,0.299753658,0.416762491,0.106922005,0.429402743,0.129501259,0.418250869,0.28227037,0.147297059,0.114377573,0.083750055,0.51122,0.103711112,0.254268234,0.492407251,0.409200355
0.446027409,0.029751646,0.539418246,0.150551286,0.05222326,0.130476961,0.147157006,0.244063348,0.26054576,0.290707041,0.039983963,0.220321859,0.056229166,0.12394153,0.093627495,0.120619827,0.228227216,0.111066632,0.352152821,0.007783551,0.587402869,0.535237451,0.465780142
0.388007958,0.838351184,0.847213573,0.023540196,0.030490044,0.037508591,0.006266342,0.220092859,0.095596544,0.067319089,0.012610472,0.061572331,0.009582006,0.008258422,0.011687573,0.061630569,0.478248231,1,0.838434359,0.028053958,0.368604872,0.492407251,0.409200355
0.489889627,0.009101268,0.579630884,0.056869152,0.016824809,0.033458464,0.210603056,0.206593173,0.243909419,0.302571692,0.084316549,0.385634414,0.111422285,0.135285007,0.167030795,0.139285085,0.268612704,0.220449972,0.12928,0.007212553,0.211645028,0.351022478,0.523049645
0.311868441,0.029751646,0.534326744,0.07784381,0.016150995,0.063084744,0.083191753,0.138515797,0.14465274,0.295972301,0.161952517,0.397534136,0.125525626,0.179987852,0.161400373,0.152667723,0.121235208,0.437386249,0.12925641,0.024474375,0.254268234,0.422004394,0.343971631
0.413945269,0.024383337,0.629804155,0.070893052,0.01112403,0.092876608,0.023210577,0.176461282,0.118739029,0.285920024,0.154163517,0.37605127,0.081581628,0.111157053,0.118278874,0.099049128,0.234991016,0.548564991,0.136965641,0.032621937,0.587402869,0.298631063,0.457446809
0.558098057,0.029751646,0.745412528,0.064465802,0.010014715,0.058313369,0.056989773,0.262601959,0.153670489,0.192082259,0.150187917,0.277284929,0.063668226,0.076386814,0.110953226,0.099049128,0.265106839,0.657925362,0.170320513,0.032336439,0.313580813,0.521717086,0.579787234
0.467259194,0.024886839,0.562489271,0.102451655,0.014376196,0.097393422,0.138562224,0.238396821,0.237050784,0.384628747,0.04922985,0.52879625,0.162637689,0.27502267,0.290957823,0.149938369,0.187699357,0.657947237,0.231844615,0.033192935,0.480990854,0.599459185,0.475177305
0.303812668,0.029751646,0.605803795,0.533717533,0.779211509,0.782156908,0.148897924,0.442290632,0.351389095,0.076198654,0.033058028,0.047961938,0.007948516,0.049711239,0.020807805,0.069642543,0.151313885,0.432140045,0.153175385,0.004357567,0.67562799,0.455805307,0.333333333
0.684507546,0.029751646,0.653487313,0.190976514,0.009242855,0.163393092,0.163321696,0.326403697,0.315677349,0.416961158,0.041861826,0.306360717,0.07142668,0.187605991,0.182517176,0.115337207,0.270811955,0.011075382,0.599936923,0.028053958,0.455411577,0.492407251,0.688202128
0.42014431,0.029751646,0.557534941,0.226372223,0.013067299,0.171369848,0.141228356,0.191373629,0.240181394,0.366660258,0.076034341,0.338418218,0.106836716,0.319807088,0.209457092,0.160679697,0.114377573,0.040705254,0.506683897,0.062313801,0.290072402,0.492407251,0.409200355
0.398332466,0.016503111,0.608871412,0.475547526,0.129769391,0.521328027,0.136288726,0.309766847,0.272718419,0.371616854,0.062231966,0.51086952,0.103964604,0.58318659,0.23630699,0.090949111,0.162675483,0,0.48102359,0.125291662,0.368604872,0.492407251,0.409200355
0.396941951,0.013768747,0.635573239,0.304258877,0.074815072,0.327063358,0.113265266,0.28799768,0.282742607,0.263933613,0.318180259,0.445048542,0.082986682,0.316615753,0.197479457,0.080295827,0.096361288,0.23165551,0.202965128,0.125291662,0.368604872,0.492407251,0.409200355
0.390889279,0.011309806,0.616562411,0.192756962,0.013192566,0.133866751,0.165899298,0.209979068,0.250831966,0.452558245,0.024054715,0.593858119,0.183663501,0.484250925,0.378880846,0.15257968,0.258771466,0.522397952,0.778118974,0.125291662,0.368604872,0.492407251,0.409200355
0.403162677,0.008118779,0.715667138,0.126103284,0.011105864,0.114911853,0.144593727,0.246144544,0.282453288,0.417772406,1,1,0.200228379,0.386806648,0.479791072,0.085666491,0.269325788,0.179979109,0.081524462,0.125291662,0.368604872,0.492407251,0.409200355
0.404821537,0.029751646,0.74790213,0.507667237,0.634321936,0.653823766,0.216815815,0.553707978,0.436028525,0.198193844,0.066733329,0.276048405,0.02269584,0.118210707,0.079815183,0.021218524,0.150399591,0.153885024,0.114080513,0.125291662,0.368604872,0.492407251,0.409200355
0.293401423,0.029751646,0.505659386,0.171469967,0.016301996,0.164864096,0.112193014,0.191096276,0.250086554,0.197712161,0.017375259,0.180269482,0.054995661,0.133369267,0.122786457,0.150026413,0.225108328,0.82379468,0.568712308,0.027975731,0.286288423,0.614669596,0.30141844
0.418062603,0.029751646,0.526314948,0.137762587,0.010805917,0.120055569,0.147643726,0.224378425,0.290356157,0.089762416,0.053734542,0.111170828,0.037885345,0.078635177,0.085053511,0.160943828,0.005966815,0.833143785,0.516237949,0.011221241,0.259633405,0.469325672,0.432624113
0.413473632,0.029751646,0.543213244,0.079504309,0.010797457,0.06555851,0.10007087,0.234198083,0.220644741,0.110956342,0.048102375,0.126054963,0.040282926,0.058739865,0.078243354,0.155485121,0.216876717,0.813932275,0.457543077,0.006923914,0.168871896,0.474395809,0.430141844
0.097566463,0.013860429,0.452309422,0.401712666,0.065123466,0.348254819,0.305887176,0.112054644,0.178270676,0.162302975,1.46E-07,0.134326752,0.041264512,0.189029314,0.076389967,0.147297059,0.045756456,0.487035591,0.509559949,0.161398978,0.39754661,0.695791786,0.124113475
0.133088299,0.024741079,0.450001116,0.416904177,0.171760105,0.442585356,0.104596787,0.131328152,0.183439201,0.138280506,0.038492265,0.131708712,0.039863596,0.197253564,0.063443952,0.144655749,0.198143538,0.559757405,0.513641333,0.106300014,0.448024996,0.494676356,0.171985816
0.332625878,0.029751646,0.48191213,0.181145251,0,0.145083667,0.108581003,0.18975227,0.215614894,0.262888663,0.053338092,0.258949651,0.087037603,0.209210546,0.167989705,0.166138405,0.175692465,0.613144988,0.536225846,0.125291662,0.368604872,0.492407251,0.409200355
0.002133208,0.013235429,0.426479431,0.720636336,0.106257485,0.877374199,0.112179599,0.133161402,0.184006758,0.154048397,0.04851701,0.145662393,0.045394005,0.327918394,0.085830656,0.158302518,0.077057225,0.629247058,0.488359077,0.171048548,0.472196086,0.70593206,0.028368794
0.095891339,0.004570563,0.450741838,0.424200378,0.040066588,0.418749854,0.078420063,0.094411262,0.132839881,0.187243817,0.021498191,0.211192817,0.05840803,0.272661186,0.101822923,0.142190527,0.208620215,0.501531478,0.456462667,0.183172536,0.489009903,0.61297955,0.134751773
0.03100605,0.028682686,0.449605199,0.676029921,0.742160804,0.738170494,0.12802149,0.124098964,0.177646989,0.010861572,0.012888006,0.008130092,0.003815231,0.023260747,0.006206853,0.168867758,0.129502112,0.568335302,0.457896256,0.039985805,0.248013226,0.435832347,0.071329787
0.005534955,0,0.527071218,0.477195575,0.098444289,0.444317568,0.136262545,0.10183273,0.191246961,0.158795927,0.041681611,0.236530963,0.064707061,0.36504715,0.10626831,0.128543758,0.195985651,0.501449228,0.212353846,0.1366254,0.382965336,0.521717086,0
0.271388997,0.029751646,0.537135762,0.430205401,0.314768619,0.578891997,0.131700873,0.265487985,0.290643592,0.210427693,0.046955306,0.133394992,0.025728769,0.132608173,0.054353396,0.088571932,0.133998574,0.403905368,0.315684103,0.046991086,0.331721526,0.416133176,0.317375887
0.349973437,0.029751646,0.606058899,0.327077851,0.286657301,0.251037407,0.039008066,0.31627066,0.156497357,0.164896732,0.127850837,0.159039093,0.030121865,0.065897427,0.049245654,0.082937137,0.02241888,0.482822768,0.129755436,0.019795052,0.40498018,0.22631401,0.402480496
0.04738323,0.02818561,0.436120874,0.330339608,0.180741369,0.445993491,0.125040991,0.180720634,0.246659988,0.214230823,0.074499832,0.208529083,0.059084412,0.232453803,0.128649005,0.139285085,0.119277028,0.66734053,0.466405436,0.123169275,0.336589552,0.690721649,0.060283688
0.067313948,0.029751646,0.43576821,0.663633576,0.184789707,0.786142017,0.103534602,0.125628443,0.212573476,0.161701306,0.027358047,0.180833551,0.047235687,0.349052478,0.087342414,0.128543758,0.150687378,0.43182734,0.46071959,0.121737785,0.416022424,0.449660301,0.119379433
0.322773007,0.029751646,0.539211157,0.431776653,0.119113848,0.450032136,0.176001951,0.2651155,0.361285291,0.10308035,0.036855954,0.101479857,0.020648713,0.107264991,0.051803424,0.091125198,0.278974362,0.272872534,0.413126718,0.026331544,0.227958587,0.422004394,0.361702128
0.156559004,0.083351194,0.515868254,0.175937682,0.148674724,0.196904409,0.047896097,0.283194508,0.161904871,0.029957679,0.01259321,0.019158575,0.000922852,0.001585494,0.001333488,0.010741328,0.152825817,0.494348121,0.383029231,0.140946137,0.42553461,0.598445158,0.190602837
0.373140559,0.01027959,0.542909074,0.310421492,0.052613904,0.42062194,0.122667734,0.46007568,0.33247205,0.250075438,0.228633889,0.311405973,0.04940692,0.154104505,0.133284422,0.064359923,0.175401603,0.609020213,0.414543795,0.125291662,0.368604872,0.492407251,0.409200355
0.455864017,0.005533853,0.629964136,0.10612498,0.011622259,0.100823339,0.096076332,0.204449592,0.197073837,0.300477986,0.093652103,0.387898855,0.083496615,0.144676058,0.136241182,0.101778482,0.444242475,0.328399506,0.122200359,0.028695474,0.301902486,0.268041237,0.495921986
0.647920462,0.004064822,0.781930771,0.028840832,0.015377934,0.025519102,0.054895916,0.289145472,0.149876524,0.262340206,0.038742389,0.390579225,0.085898034,0.078713413,0.144275552,0.096407818,0.236513201,0.276222492,0.053113333,0.078761381,0.163996979,0.095825587,0.699609929
0.581197416,0.004064266,0.631876563,0.162641061,0.032075396,0.151377406,0.128079171,0.281191374,0.261033157,0.336170188,0.226566792,0.474779579,0.101113355,0.235081854,0.207052737,0.099137172,0.228227216,0.045116376,0.354871795,0.031320349,0.274029031,0.484874092,0.601613475
0.627626529,0.009710854,0.61914982,0.174353418,0.063031879,0.239458417,0.146488696,0.36894595,0.324684391,0.416537372,0.071153215,0.200342081,0.040826315,0.099380235,0.098711182,0.096319775,0.114755513,0.052116419,0.486666667,0.009082284,0.401886029,0.421304715,0.693957447
0.617583919,0.022666186,0.729109847,0.120709005,0.034664353,0.141859693,0.216274311,0.426048648,0.367126179,0.2667506,0.200012689,0.5365502,0.107144747,0.19232683,0.311020924,0.085666491,0.282654081,0.49782233,0.819800564,0.150222846,0.325010368,0.502447186,0.641843972
0.583349597,0.001110225,0.744934784,0.081920251,0.015339545,0.06914199,0.164501233,0.301685394,0.265786707,0.255074656,0.065461953,0.406453802,0.086239826,0.126581678,0.185294889,0.096495862,0.233325612,0.666807761,0.872051282,0.001169117,0.419878958,0.53186412,0.594803191
0.588589101,0.014869941,0.623966707,0.375897087,0.503024866,0.508514352,0.237775618,0.768790128,0.502869771,0.206742381,0.010954358,0.247415481,0.037792762,0.136137642,0.14942728,0.061718612,0.228542892,0.109352715,0.539876923,0.08949499,0.453184274,0.514956904,0.617021277
0.425524764,0.515180202,0.793350346,0.045529601,0.030362283,0.037714744,0.036859365,0.360182232,0.162313627,0.120466481,0.055813737,0.261996248,0.028518393,0.017925566,0.048583801,0.031959852,0.558319236,0.785261627,0.846666667,1,0.273547212,0.531668075,0.44010461
0.488041027,0.353590706,0.786266279,0.103321377,0.106913578,0.145771682,0.050042,0.367581536,0.176965813,0.273211581,0.821435143,0.687695714,0.095844765,0.147116622,0.174037899,0.050801197,0.097454648,0.87385593,0.796666667,0.18428541,0.267951335,0.433915836,0.529781915
0.708861892,0.025798693,0.829703193,0.052642282,0.063732319,0.073417317,0.060330579,0.414298954,0.197498573,0.189875143,0.375669215,0.338827949,0.04700709,0.049408199,0.090934487,0.050801197,0.285628967,0.221976856,0.025641026,0.031644104,0.086760236,0.210681088,0.742251773
0.90707672,0.028485756,0.875519261,0.078853938,0.074974145,0.07500965,0.096999852,0.487043815,0.261941071,0.005910907,0.021014051,0.008849251,0.001336809,0.001673604,0.003356446,0.053530551,1,0.221976856,0.846153846,0.000517895,0.244786754,0.042004394,0.939597518
0.409212638,0.015411704,0.707225282,0.285705422,0.422939257,0.405901393,0.138073219,0.467294765,0.332158876,0.213328327,0.369574439,0.436587922,0.064309567,0.226790445,0.176848093,0.056171861,0.275834075,0.550103907,0.846153846,0.125291662,0.368604872,0.492407251,0.409200355
0.837824725,0.029751646,1,0.016291445,0.009391639,0.0102503,0.048535055,0.328807795,0.162099122,0.005956576,0.005018194,0,0,0,0,0.045694665,0.851987752,0.65947959,1,0,0,0,0.876684397
0.713112043,0.029751646,0.693303739,0.31827935,0.468089119,0.426140234,0.225123632,0.807296619,0.521634435,0.04326342,0.020239404,0.039068512,0.006039817,0.020940651,0.024899815,0.061542525,0.297090654,0.238273833,0.736769231,0.003073679,0.282037986,0.356123035,0.73762234
0.736523116,0.029751646,0.839699192,0.018634312,0.009524448,0.022301,0.043247648,0.327788171,0.170494114,0.105439886,0.241938904,0.185620089,0.02563833,0.02090683,0.045008944,0.050801197,0.285628967,0.167289014,0,0.005508697,0.250156919,0.207233395,0.765212766
0.534920093,0.019562336,0.751474719,0.229458209,0.114104623,0.254923322,0.148544492,0.477025475,0.358684854,0.211219138,0.598156659,0.490761619,0.070245788,0.212964356,0.201407584,0.053530551,0.150399591,0.112601173,0.128205128,0.061912676,0.442602273,0.340878824,0.584056738
0.614312278,0.029751646,0.711580784,0.100567423,0.075568338,0.1325855,0.054236273,0.332272913,0.190212277,0.079014783,0.122615675,0.104206562,0.01671184,0.028397616,0.030675993,0.064271879,0.217023905,0.921981231,0.717948718,0.003504496,0.349416476,0.263058983,0.659989362
0.442487423,0.029751646,0.643125046,0.139423382,0.202898215,0.199208045,0.041783491,0.352804875,0.176567217,0.083670757,0.110565528,0.103786174,0.0165822,0.035119319,0.029365964,0.064271879,0.245466608,0.921981231,0.666666667,0.002804739,0.31778673,0.345225621,0.602851064
0.715632861,0.009847456,0.771079495,0.148222905,0.143126497,0.198423884,0.132386481,0.564915796,0.333264629,0.102942415,0.023333203,0.19352453,0.0286771,0.049200539,0.079526369,0.056171861,0.319889516,0.437884456,0.847384615,0.029172256,0.386962643,0.276062194,0.744242908
0.442487423,0.011546334,0.64459025,0.165859238,0.234177988,0.203937006,0.041790563,0.384524132,0.177532266,0.059186202,0.110565528,0.099855208,0.015586356,0.033343262,0.027734493,0.061630569,0.245466608,0.921981231,0.666666667,0.014485062,0.51918078,0.359949299,0.333024823
0.335385224,0.021697053,0.626698076,0.546207907,0.457032889,0.693428886,0.135062797,0.457173891,0.338266268,0.196020445,0.059164059,0.144465112,0.022044263,0.098036326,0.061646381,0.061630569,0.180513765,0.48415037,0.164051282,0.047611761,0.501461679,0.414635795,0.375340426
0.484327565,0.029751646,0.666718948,0.320677528,0.478732822,0.4505387,0.13538861,0.576286126,0.348575756,0.128873648,0.083064138,0.107527471,0.015753714,0.064196322,0.043257995,0.058901215,0.096361288,0.220008094,0.184717949,0.007970838,0.320610454,0.374994085,0.523049645
0.366556618,0.014884207,0.621979728,0.57575894,0.845194372,0.801413746,0.16145212,0.588950384,0.394551665,0.251204869,0.393642689,0.394467179,0.055314401,0.306881638,0.175671954,0.053530551,0.360945812,0.313633679,0.223384615,0.219097122,0.412060999,0.480581376,0.389521277
0.230828238,0.029751646,0.520376721,1,1,0.998910589,0.194909798,0.782926386,0.484977945,0.092833742,0.031089597,0.067530315,0.009779587,0.065826289,0.037247506,0.058901215,0.153531499,0.251070788,0.47374359,0.044492116,0.436967696,0.667175934,0.236409574
0.652734409,0.029751646,0.641589233,0.592214273,0.855740669,0.773227654,0.321353178,1,0.681450644,0.017025263,0.00686016,0.023447013,0.002901337,0.018660637,0.016530922,0.045518577,0.219915478,0.276445947,0.667435897,0.000625242,0.264824284,0.43850262,0.673370567
0.370747138,0.029751646,0.59173951,0.322181071,0.325896792,0.469088969,0.134767066,0.523186967,0.352537266,0.117230095,0.084825682,0.147466045,0.020275196,0.076492532,0.058456497,0.050801197,0.238193603,0.829886906,0.665230769,0.05193107,0.192186782,0.471005577,0.388962766
0.511763813,0.029751646,0.601309963,0.506032155,0.761132393,0.711821018,0.245173942,0.899181886,0.572324361,0.084734982,0.062951506,0.085641689,0.012609571,0.065273708,0.056381721,0.058901215,0.237001081,0.167289014,0.564051282,0.037631012,0.376846528,0.502186919,0.534670213
0.774151054,0.029751646,0.725213705,0.39835164,0.634303168,0.54946155,0.205572434,0.854669361,0.516966911,0.012853381,0.025886437,0.018252091,0.002325753,0.011699871,0.010471954,0.045430534,0.452697461,0.085366627,0.648461538,0.00103893,0.401616953,0.258069968,0.805851064
0.480004229,0.029751646,0.698992938,0.522048135,0.874762202,0.771718209,0.187896248,0.823632253,0.483722948,0.025328941,0.06107173,0.038766672,0.003179869,0.020630916,0.012965774,0.021394612,0.269228628,0.285961631,0.168820513,0.013538063,0.520750282,0.387338178,0.514948582
0.568165062,0.029751646,0.792404602,0.06335639,0.078775814,0.093954674,0.050919403,0.372952798,0.186006566,0.185614687,0.215209248,0.369723551,0.05184066,0.06064714,0.096017829,0.050801197,0.458429925,0.878230958,0.897423077,0.000727736,0.269132209,0.480138584,0.583569149
0.814757893,0.080611606,0.89566704,0.070282398,0.080959341,0.107812674,0.092678535,0.461743691,0.259788018,0.016087381,0.011373446,0.021415398,0.002898598,0.004222654,0.006991175,0.050889241,0.437288333,0.440728223,0.897423077,0.002216897,0.337506862,0.15666723,0.852624113
0.40732338,0.194302267,0.730217982,0.261378494,0.034795507,0.323029431,0.097604277,0.375323163,0.248056222,0.214231218,0.122101745,0.519748751,0.075220567,0.222959912,0.167301207,0.053706638,0.246608935,0.667792142,0.809794872,0.108439827,0.401080372,0.659175258,0.413244681
0.855286127,0.029751646,0.803779769,0.197014607,0.25908859,0.221205106,0.142526937,0.635608231,0.35431085,0.017705916,0.060714503,0.037444755,0.002896197,0.006512615,0.008879655,0.018665258,0.266156689,0.112601173,0.743589744,0.002108122,0.286721015,0.169291871,0.906132979
0.234807334,0.029751646,0.545010662,0.400656352,0.205099695,0.572902441,0.128767516,0.515517683,0.349684274,0.207546144,0.228002888,0.271494853,0.032342499,0.15029583,0.092148828,0.040235957,0.066040204,0.639573216,0.707179487,0.162991775,0.374473604,0.819165117,0.239361702
0.327155977,0.029751646,0.54521383,0.473347382,0.675944767,0.645056119,0.190833033,0.730167924,0.47422824,0.128488061,0.107594853,0.125258484,0.013802875,0.063946698,0.051988214,0.034865293,0.154563247,0.449915781,0.669589744,0.112856777,0.378107774,0.714777759,0.327570922
0.415349337,0.029751646,0.628162174,0.625643046,0.925450442,0.823837419,0.181386339,0.795896098,0.466303995,0.010423184,0.021954989,0.015596933,0.001521128,0.011825261,0.006502928,0.032135939,0.160967071,0.479228464,0.751025641,0.006483961,0.262801173,0.257863782,0.460003546
0.439606102,0.02620205,0.596403057,0.421589214,0.422406989,0.594638152,0.192471572,0.624847882,0.464636842,0.07833474,0.154965146,0.164446605,0.023263622,0.104681137,0.085038654,0.053530551,0.127894758,0.434931312,0.715230769,0.13751016,0.414205591,0.526043603,0.458865248
0.379938633,0.025361204,0.67225005,0.336322219,0.210563054,0.47290317,0.102053917,0.418816325,0.259973614,0.049447934,0.035817484,0.075895535,0.010403881,0.043210212,0.024532855,0.050801197,0.162555929,0.822777486,0.732820513,0.015638762,0.261987323,0.57371303,0.38904078
0.307905608,0.02046004,0.549630184,0.477520709,0.603270943,0.612783426,0.227379085,0.784725612,0.503781815,0.06444769,0.111992954,0.085856563,0.007178875,0.031896778,0.029490868,0.021394612,0.145276308,0.234664435,0.515230769,0.217313611,0.518886606,0.697924624,0.302659574
0.769177184,0.029751646,0.76885487,0.118790444,0.137313946,0.133138661,0.089670556,0.47711692,0.241326628,0.00297526,0.000572913,0.008524148,0.000933527,0.00191656,0.002252699,0.037682691,0.27986249,0.932918799,0.512807692,0.000288068,0.347847695,0.103968227,0.80991844
0.53241825,0.029751646,0.695115103,0.3405192,0.561711446,0.499336782,0.169211874,0.642123627,0.418893721,0.017499827,0.01870531,0.01881702,0.002466107,0.011101801,0.008735367,0.048159887,0.211672553,0.714167432,0.256397436,0.001901992,0.333847071,0.296532026,0.549166667
0.496817807,0.029751646,0.616412542,0.176210753,0.266992678,0.247152588,0.108379752,0.546325453,0.301257161,0.080611369,0.139196739,0.107478356,0.014753229,0.030874625,0.037790623,0.050801197,0.162410771,0.876590322,0.615897436,0.011264351,0.275852833,0.501436539,0.521276596
0.463621628,0.010683717,0.631358415,0.443366115,0.658433955,0.636387775,0.177122979,0.757659472,0.442753691,0.070900286,0.161302708,0.135163473,0.014134121,0.067401657,0.050094317,0.032135939,0.073080211,0.139398215,0.439589744,0.07064294,0.362689392,0.591559912,0.483163121
0.948971073,0.022764864,0.830779965,0.102581034,0.12088349,0.121563201,0.12710059,0.539566437,0.321022516,0.021865241,5.37E-09,0.029587214,0.003751938,0.005602699,0.010509432,0.045430534,0.211672553,0.772683423,0.267333333,0.001404083,0.354813326,0.176947778,0.99868617
0.411909641,0.017234967,0.572555795,0.436147807,0.512529428,0.514876624,0.23713861,0.863217792,0.545305793,0.075622719,0.128087994,0.125766051,0.014984222,0.054105154,0.065635652,0.040235957,0.164707379,0.234992562,0.566512821,0.150374731,0.44069433,0.705218861,0.410526596
0.611121954,0.029751646,0.700195854,0.197315671,0.232333767,0.197530609,0.075136583,0.45444547,0.208495531,0.060666039,0.109195451,0.075900218,0.010110166,0.019250313,0.020131731,0.048159887,0.1729488,0.932043794,0.615076923,0.00142578,0.356117256,0.255413216,0.677695035
0.158553973,0.029751646,0.518391449,0.374270442,0.57517211,0.50462165,0.139484188,0.66856864,0.381048131,0.054152279,0.094690328,0.079020897,0.008574356,0.034990519,0.026596551,0.034865293,0.175401603,0.664948375,0.415384615,0.028623814,0.294874176,0.687341558,0.175514184
0.551031638,0.003334771,0.631124586,0.587390442,0.842618909,0.776372254,0.251653552,0.920518185,0.59405093,0.051699975,0.044468745,0.060007624,0.006492176,0.038098388,0.031568786,0.034865293,0.264872906,0.162257733,0.61174359,0.034108814,0.400086429,0.468605712,0.562216312
0.797643443,0.029751646,0.724375924,0.373355674,0.626797752,0.537996798,0.202491053,0.843409927,0.49789592,0.005346603,0.014207602,0.010469548,0.001252425,0.007068092,0.005891711,0.042789223,0.270811955,0.000381721,0.565384615,0.001013806,0.174601931,0.167655907,0.833336879
0.659242454,0.029751646,0.879850787,0.140403372,0.054620159,0.108749332,0.084375919,0.339015295,0.218641234,0,0.009354974,0.006859535,5.86E-05,0.000663294,0.000280257,0,0.289040581,0.774324058,0.230769231,6.54E-05,0.276256672,0.062562109,0.703640071
0.024205265,0.028980331,0.460926764,0.761857537,0.121887949,1,0.135102571,0.474521979,0.331845711,0.054326607,0.085992907,0.131220502,0.020027723,0.141714724,0.055282775,0.058901215,0.130965553,0.626448134,0.62974359,0.254722791,0.466581113,0.88000676,0.024822695
0.458986577,0.029751646,0.617551794,0.41146904,0.667108603,0.607468668,0.174616297,0.752102765,0.432572711,0.178768265,0.123705846,0.16340333,0.016279631,0.074181595,0.056165876,0.032047896,0.073080211,0.15624207,0.454564103,0.069204883,0.333799725,0.598718945,0.482652482
0.422494362,0.014576641,0.629621613,0.46295732,0.778494356,0.691883646,0.189672251,0.778482693,0.459705147,0.097075802,0.281156619,0.203495524,0.017563868,0.091923763,0.064033968,0.021394612,0.22802459,0.157445203,0.40974359,0.110639594,0.48773151,0.629880007,0.436170213
0.128694488,0.028397131,0.496393106,0.291772884,0.027292546,0.4153438,0.133733366,0.492612424,0.345277282,0.167101417,0.027806529,0.221671715,0.026168562,0.093543131,0.073965529,0.039971826,0.150828205,0.715042438,0.651282051,0.144217381,0.417560294,0.791887781,0.145180851
0.425028732,0.029751646,0.64542209,0.271424919,0.385574982,0.351854514,0.126284611,0.618299799,0.335438121,0.028805491,0.126761441,0.077307262,0.006645736,0.019376016,0.018705019,0.021394612,0.068463013,0.797402328,0.428410256,0.005642882,0.243169767,0.464255535,0.454787234
0.473970531,0.005474259,0.708588876,0.254468859,0.283315878,0.327513387,0.099427874,0.452978812,0.2608872,0.036166489,0.090459895,0.088750785,0.009020145,0.020084585,0.020724901,0.029494629,0.187699357,0.663526491,0.204615385,0.019136121,0.267577165,0.2562988,0.514157801
0.357077804,0.029751646,0.627408841,0.440312962,0.601398363,0.588255045,0.185728104,0.801108914,0.466168339,0.009391941,0.035229147,0.020786316,0.001649352,0.00840572,0.00695676,0.021394612,0.14087362,0.658932712,0.30625641,0.006312947,0.301647989,0.308460368,0.392757092
